velx,vely,velz,posx,posy,posz
38.264,224.181,-104.411,1.782,-0.106,0.126
-67.258,155.153,-41.989,1.316,-0.119,-0.034
163.607,-164.873,-7.379,-2.643,-3.115,0.308
72.221,192.330,-0.301,3.735,-1.692,0.136
-68.436,-20.967,-27.616,-0.842,0.329,-0.206
-26.985,70.915,13.006,0.862,0.672,0.092
117.068,79.503,18.176,1.331,-2.945,0.121
78.997,-214.571,3.517,-2.746,-2.018,0.547
103.742,-141.044,68.944,-2.608,-1.482,-0.204
-128.036,192.669,41.113,2.790,1.330,0.222
76.928,-200.969,8.575,-10.857,-4.108,0.084
-83.405,209.018,-22.193,6.422,2.108,0.005
-118.769,-201.588,12.771,-6.393,2.589,-0.275
23.559,-36.660,-58.595,-0.569,-0.066,-0.480
65.298,244.428,-5.835,6.834,-1.506,-0.451
235.653,37.159,-3.904,1.237,-8.540,-0.090
-92.545,-185.747,-7.439,-4.094,1.701,0.126
104.077,-24.903,-69.227,0.346,-1.078,-0.126
-37.218,-149.001,41.319,-1.875,0.421,0.303
173.649,144.697,6.064,6.620,-7.308,0.079
134.090,71.064,-31.840,-0.011,-3.520,0.105
-240.432,12.772,7.939,0.881,11.748,-0.059
-102.877,-69.375,-44.504,-0.253,1.951,-0.121
118.236,1.889,26.595,-0.171,-3.002,0.010
-1.656,-229.133,3.818,-6.130,0.098,0.165
-103.986,180.609,15.939,3.991,4.034,0.155
-108.768,185.717,-20.970,4.059,2.405,-0.518
-45.712,-97.788,3.407,-1.080,0.921,-0.442
227.947,-66.130,10.738,-3.886,-12.131,0.222
241.905,7.550,8.794,0.090,-8.932,-0.080
-84.015,74.026,22.193,0.723,0.907,-0.247
68.301,219.551,7.608,1.137,-0.635,0.047
232.940,95.831,10.247,1.734,-5.816,-0.332
-218.434,103.848,20.433,3.503,5.566,0.212
211.378,-29.670,-6.861,-0.035,-3.849,0.071
-187.467,-26.557,-12.530,0.449,2.925,0.072
204.812,-96.292,-2.821,-5.972,-13.065,-0.191
-49.060,-81.740,-49.808,-0.674,1.614,-0.045
-242.446,-39.289,34.651,-0.628,6.590,-0.457
92.747,151.775,-7.023,2.834,-1.537,0.147
47.300,95.622,24.620,0.627,-0.649,0.001
239.947,22.876,19.307,0.666,-5.676,0.386
-139.519,43.972,-1.920,-0.484,2.676,0.143
-17.986,190.774,-65.403,3.800,0.592,-0.060
148.781,167.311,-1.636,9.157,-7.340,-0.100
147.667,168.327,-4.351,4.789,-5.203,-0.150
17.447,82.777,-0.197,0.882,0.371,0.090
-1.624,241.024,-6.922,11.120,0.270,-0.048
-218.563,83.678,4.096,3.339,7.286,-0.057
-86.760,159.650,17.621,2.732,2.192,0.296
126.669,-83.447,-10.781,-0.783,-1.252,0.420
-218.186,121.743,-37.280,0.948,2.850,-0.367
226.178,-5.094,-5.983,-0.863,-6.933,0.036
100.321,-121.773,-10.246,-1.291,-2.106,0.006
182.584,71.680,32.148,2.777,-5.046,0.076
9.206,193.870,47.878,0.488,-0.162,0.095
-103.125,207.736,8.197,6.531,3.701,0.329
116.650,78.217,-2.303,0.360,-1.779,-0.117
90.528,-206.421,-15.848,-6.668,-3.439,-0.023
204.655,-90.653,2.937,-4.004,-8.910,-0.070
152.993,182.679,-10.946,11.130,-8.622,0.822
-138.023,-105.337,-12.004,-2.584,3.836,0.413
234.257,4.342,-6.252,0.079,-6.491,-0.134
-153.163,73.460,34.365,0.966,3.104,0.196
-188.655,-83.255,-17.759,-2.300,6.877,0.277
-77.359,255.060,-3.448,7.619,2.354,0.207
-85.272,213.893,-2.776,13.710,5.666,0.197
-199.908,-10.891,16.328,-0.590,5.562,0.234
-109.040,-184.210,4.978,-8.824,4.339,-0.194
17.899,-248.038,-15.668,-8.244,-1.656,-0.135
236.477,-55.101,-0.324,-2.018,-8.877,0.234
82.422,-223.963,-0.367,-8.912,-2.882,0.161
193.408,33.323,43.989,0.362,-3.208,0.029
157.349,26.257,-52.845,0.415,-3.492,-0.288
38.441,-224.484,-29.760,-4.132,-0.892,-0.347
-66.884,226.147,37.298,4.731,1.793,0.516
-16.696,-223.746,23.167,-5.625,-0.124,0.143
100.588,188.476,20.313,5.650,-3.608,-0.089
0.343,-233.967,-0.109,-6.929,0.532,0.110
220.749,-25.650,-1.664,-2.977,-26.095,-0.265
-152.157,121.696,-43.493,2.272,3.024,-0.063
52.756,-170.251,-5.800,-3.731,-1.461,-0.029
73.207,18.020,67.594,0.042,-0.332,-0.320
81.218,-193.834,-5.188,-4.161,-1.033,0.262
-146.670,163.053,-43.354,1.859,1.898,-0.211
-87.141,17.529,12.906,-1.840,1.594,0.237
-19.639,-93.426,48.229,-1.902,0.194,-0.152
-114.873,-197.289,-3.300,-16.879,9.384,0.298
97.214,-125.642,3.663,-3.321,-2.464,-0.141
-96.226,203.165,1.395,20.322,9.623,-0.009
194.046,-22.593,-32.519,0.541,-3.247,0.278
-75.399,234.882,-31.923,2.425,0.316,-0.575
211.198,99.256,-21.558,4.219,-5.094,0.124
-13.408,-223.882,-7.875,-11.318,0.922,-0.076
130.584,197.464,-5.432,9.487,-6.153,0.200
33.784,-173.427,18.359,-3.645,-1.028,0.123
102.063,-73.440,-60.922,-1.638,-3.023,-0.114
-231.407,-58.945,12.125,-2.774,8.200,-0.311
143.249,-139.188,71.993,-2.256,-2.951,0.136
175.388,50.894,7.591,0.276,-2.555,-0.265
-202.781,115.864,-16.489,3.237,6.304,-0.106
-27.427,11.694,14.006,0.792,0.697,0.052
13.093,166.253,-19.240,3.268,-0.942,0.173
12.886,-269.560,15.254,-5.080,0.428,0.025
-132.595,-4.184,54.155,0.904,1.755,0.124
-218.370,-92.797,4.618,-4.451,11.176,0.310
-215.334,32.845,-0.639,1.906,12.100,-0.347
159.537,154.806,-13.555,3.685,-3.760,-0.376
159.579,44.502,-21.680,1.037,-2.166,0.395
129.585,65.798,32.236,0.814,-1.336,-0.180
55.708,188.623,-9.269,4.034,-2.419,-0.546
195.040,61.835,-11.153,1.759,-7.668,-0.313
-83.758,-215.811,6.332,-12.412,4.994,-0.675
-28.692,155.120,-51.295,2.425,0.219,-0.038
170.350,27.334,72.217,-0.246,-2.176,0.024
26.523,251.051,-30.716,3.410,-0.222,0.009
83.650,90.926,53.882,1.388,-1.401,-0.024
67.895,150.796,-55.379,2.188,0.163,0.107
125.236,-173.145,-13.553,-5.855,-3.317,-0.104
145.098,149.316,-34.471,4.370,-2.926,-0.246
-210.759,-35.907,-8.450,-0.730,3.451,-0.223
215.840,-114.630,5.677,-2.967,-5.952,0.153
121.081,-176.919,-25.855,-4.221,-2.645,-0.057
-10.227,-79.392,13.892,-2.568,0.060,0.085
98.181,229.040,-8.165,5.083,-1.546,-0.188
-181.724,-63.494,-7.703,-1.088,3.878,-0.032
52.725,76.200,15.392,0.597,-0.050,-0.016
-118.015,208.224,10.286,4.824,3.084,-0.075
-53.314,-96.488,-8.253,-1.857,0.782,0.010
136.053,-194.139,6.951,-9.881,-6.844,-0.091
3.211,256.504,39.131,4.847,-1.093,0.452
144.433,186.248,-15.692,4.842,-4.190,0.021
-51.193,30.807,50.199,0.044,0.325,0.082
165.130,-185.948,-2.162,-3.885,-2.872,0.159
-215.630,16.954,21.028,0.673,7.914,0.275
-31.163,-157.471,-0.850,-2.932,0.423,-0.098
-128.240,16.630,31.650,-0.284,2.019,0.299
167.233,55.861,-20.134,0.673,-2.664,0.043
1.301,-220.644,-17.200,-12.318,0.453,-0.017
-32.802,94.992,-32.550,0.342,0.152,-0.071
36.434,-238.060,9.686,-9.634,-1.360,0.926
-126.739,-202.459,-24.676,-5.431,2.387,-0.258
100.403,44.926,6.261,0.407,-2.857,-0.092
226.353,37.603,-13.995,0.520,-7.778,0.031
98.483,-69.202,72.160,-0.898,-2.304,0.084
-24.380,-206.040,10.168,-5.857,0.119,-0.221
-237.118,51.574,-26.124,1.151,5.857,-0.164
139.004,-58.649,-13.902,-1.116,-2.629,0.382
11.421,-191.524,-25.596,-2.907,0.063,-0.081
148.266,-182.925,12.235,-10.678,-8.892,-0.047
-97.003,224.515,-13.344,9.083,3.592,-0.091
112.179,-56.769,107.482,-0.531,-1.402,0.290
205.368,12.304,-21.052,0.188,-3.158,-0.154
86.553,48.453,-55.956,1.277,-0.260,0.171
203.278,0.064,18.272,-0.829,-5.498,0.366
-202.005,161.186,1.786,3.088,2.447,-0.008
69.303,193.193,-18.945,2.481,-0.656,0.501
-12.192,252.226,4.769,11.553,0.580,-0.093
153.957,-145.599,20.943,-3.919,-3.156,0.035
-79.708,-131.377,-60.335,-3.964,1.573,0.098
93.229,-114.583,54.015,-2.165,-2.081,0.202
147.701,-124.943,-7.748,-2.045,-2.644,-0.075
195.430,14.408,-25.651,-0.363,-5.313,-0.091
206.767,69.834,-2.301,6.512,-19.687,0.156
-171.822,-148.161,-1.445,-8.879,10.698,0.212
-18.084,-177.497,-100.885,-2.847,-0.185,-0.256
-73.600,-117.590,-110.905,-0.982,0.553,-0.127
92.658,70.738,-41.186,1.358,-0.953,0.074
106.140,-44.222,-51.757,-0.988,-2.289,0.290
-191.330,-142.363,-1.042,-7.273,9.862,0.121
72.497,-208.945,-30.007,-2.927,-0.929,-0.070
-102.074,185.639,-11.048,5.899,2.353,0.248
59.804,138.215,-59.759,3.333,-1.023,-0.241
-219.286,-71.344,-9.349,-2.954,5.664,0.169
-173.869,-49.709,-23.834,-1.111,5.200,0.333
-161.773,135.116,2.660,3.715,4.272,0.233
42.259,241.505,-10.853,5.810,-0.450,-0.222
108.725,-164.836,12.336,-3.796,-1.142,-0.662
63.965,120.448,25.327,3.383,-1.287,0.205
-100.567,-182.040,14.870,-4.892,3.747,-0.143
115.166,192.992,45.202,3.329,-2.586,0.046
68.523,60.552,41.391,1.465,-1.595,-0.495
-70.762,-228.339,-18.356,-8.363,2.390,-0.445
-227.142,56.040,-13.750,2.254,7.645,-0.114
16.666,-138.873,-17.948,-1.546,0.209,-0.128
-253.970,68.840,55.756,-0.208,3.859,-0.113
-28.627,156.541,6.372,3.995,1.505,-0.227
92.637,188.855,20.855,4.460,-2.387,-0.195
-232.235,-114.982,-14.228,-3.080,4.902,0.236
-47.714,-35.592,-58.428,-0.270,-0.154,-0.067
-180.649,64.794,2.876,2.096,5.907,0.051
-192.232,87.106,6.030,1.479,3.195,-0.167
-213.061,-84.771,0.675,-6.617,15.667,-0.209
87.697,-91.853,-64.004,-1.492,-0.919,-0.051
99.887,182.432,-36.953,5.360,-1.208,-0.764
165.425,119.779,10.029,2.903,-2.897,-0.091
164.830,46.177,-22.314,0.792,-2.362,0.185
84.810,-45.655,5.143,-0.668,-2.200,-0.459
-202.063,-55.186,-13.036,-0.090,3.155,0.022
-14.260,-89.939,64.021,-0.631,0.325,-0.158
219.167,-33.719,-1.332,-2.165,-14.621,0.113
161.155,156.872,15.453,7.081,-7.060,-0.071
134.678,-180.529,13.230,-8.899,-6.272,-0.013
-204.827,-84.829,-0.991,-8.125,20.357,-0.694
156.090,-92.426,10.836,-4.036,-5.620,0.183
-184.420,-71.954,-69.487,-1.992,3.161,0.578
-89.699,-137.898,8.769,-3.723,1.056,-0.138
-227.478,87.885,-10.974,2.972,9.220,0.298
-117.523,-196.501,15.949,-8.371,5.326,-0.011
113.121,181.137,-17.208,5.576,-3.977,0.334
-13.612,-181.399,-24.144,-4.750,0.856,0.198
82.175,0.857,7.437,-0.078,-0.355,-0.198
65.505,177.029,-24.393,4.409,-0.724,-0.018
-108.221,-114.860,-20.539,-1.154,1.846,-0.176
-14.535,-210.666,-18.227,-6.950,0.697,-0.162
-16.060,-132.639,30.810,-1.613,0.094,0.168
-50.067,220.171,0.554,5.810,1.323,-0.026
-141.569,-146.240,-22.372,-2.922,3.168,-0.571
-108.044,-198.782,31.172,-6.085,3.080,-0.106
214.198,59.215,4.310,3.025,-10.438,0.236
35.560,202.271,-4.172,4.803,-0.432,-0.107
-59.636,-21.297,71.737,-1.352,0.848,-0.097
157.897,59.133,-39.469,2.521,-4.306,-0.330
200.880,123.655,-4.416,6.779,-10.808,-0.262
170.618,119.926,-22.134,6.090,-7.913,-0.325
194.191,125.739,3.725,9.925,-14.340,0.419
-220.712,-15.178,54.407,-0.258,5.759,0.019
76.203,-190.959,-7.660,-6.927,-2.381,-0.128
120.816,-194.487,3.605,-9.289,-5.233,-0.025
189.349,-51.256,-41.990,-0.293,-3.631,-0.191
-158.167,67.995,4.102,1.894,3.719,-0.127
-51.164,177.493,-17.602,2.127,0.400,0.126
82.073,-160.859,-59.403,-3.969,-1.702,-0.145
-160.458,-175.160,-61.656,-1.130,1.174,-0.247
-253.550,-2.274,11.858,0.161,3.313,-0.056
178.266,-72.861,19.825,-0.233,-1.028,-0.350
55.694,-102.522,38.933,-1.909,-1.647,0.336
-172.710,-163.999,4.769,-9.589,10.373,-0.171
-54.661,164.492,6.214,3.104,1.873,-0.043
126.422,-187.793,-21.991,-6.690,-3.908,-0.459
0.392,-207.342,-7.374,-4.441,-1.143,-0.200
-57.579,-78.528,6.826,-0.385,0.537,0.003
-231.365,-76.720,-4.761,-2.850,9.551,0.102
129.282,111.705,-17.140,1.209,-1.484,-0.190
49.640,-69.842,38.904,-1.168,-1.223,-0.291
-126.601,155.725,-24.654,7.086,4.218,0.355
-7.648,222.996,46.718,7.719,0.221,0.697
160.673,188.763,7.555,4.508,-5.260,0.101
-208.934,23.137,-8.823,0.361,9.421,0.334
123.523,-193.128,9.380,-14.177,-8.244,-0.465
163.701,-101.263,-4.072,-2.352,-4.678,0.216
-3.710,227.958,-6.416,8.392,0.700,0.363
170.131,-59.525,-71.294,-1.499,-3.885,-0.296
-96.844,-80.948,-28.736,-0.191,2.081,0.154
110.981,-92.702,7.589,-2.189,-1.272,0.479
-137.526,-188.759,2.193,-4.288,2.421,0.012
-244.109,-64.564,-8.904,-1.625,8.899,-0.372
28.483,-153.852,35.361,-3.247,0.058,0.547
-149.299,-35.614,30.466,0.552,1.694,0.019
59.132,-235.548,4.572,-9.192,-2.553,0.050
-56.479,133.496,-4.574,3.055,1.628,0.348
178.001,-134.576,8.586,-6.783,-8.871,0.238
-79.600,-224.472,-44.295,-5.600,2.051,0.080
86.080,-78.477,-52.858,-1.554,-0.712,-0.125
17.382,-230.582,-0.783,-7.625,-1.069,-0.169
125.798,197.240,12.815,7.966,-5.169,-0.125
2.940,-240.450,9.829,-7.795,0.906,-0.093
119.312,195.158,16.628,6.724,-4.136,-0.029
62.969,-215.924,10.463,-10.262,-3.701,-0.343
56.493,199.562,24.162,8.500,-2.858,-0.338
-47.530,150.422,5.665,4.833,2.568,-0.058
108.029,198.676,-30.480,4.636,-3.786,-0.069
151.197,-68.705,-11.771,-1.100,-2.025,-0.086
186.040,162.718,31.323,4.239,-3.181,-0.086
89.831,-143.382,47.417,-2.397,-1.904,0.041
-122.880,174.123,-6.270,1.657,1.889,-0.007
-125.427,16.564,41.939,0.735,0.969,-0.407
108.912,-177.566,20.933,-3.591,-2.147,-0.380
-33.617,220.209,-16.342,6.533,1.335,0.541
90.966,230.184,6.117,7.249,-3.201,-0.112
-257.951,-54.928,-10.444,-1.450,4.000,0.413
-207.691,-96.990,-45.922,-2.513,2.720,-0.090
-79.528,-142.009,19.776,-0.796,0.864,-0.074
-127.931,147.913,39.449,2.065,1.559,-0.191
-227.524,-116.960,6.618,-2.677,5.588,-0.018
56.138,235.348,-6.241,7.919,-1.836,0.026
-104.025,214.099,6.565,6.346,3.599,0.328
-23.833,225.287,2.094,17.640,2.039,0.751
-165.917,150.585,17.858,4.130,4.898,0.774
-233.407,-55.754,3.705,-1.840,6.310,0.076
-157.562,11.761,-8.451,1.808,1.884,-0.021
-175.596,27.326,-30.007,0.320,0.966,-0.095
3.160,72.669,23.030,0.281,-0.272,0.013
80.064,222.095,-22.273,3.562,-2.441,0.021
61.205,140.397,19.294,1.622,-0.420,-0.009
159.235,165.350,4.028,12.591,-12.255,0.268
-170.219,-164.327,9.622,-8.602,7.853,-0.130
25.686,-35.238,15.749,-0.687,-1.035,0.022
-25.168,-122.725,-8.959,-0.371,0.194,-0.063
81.660,-158.445,-0.437,-2.878,-0.706,0.032
-73.595,205.690,35.581,2.945,1.579,0.146
225.889,21.434,-63.949,0.739,-5.702,-0.068
100.681,-46.346,-3.928,-0.540,-1.307,-0.185
158.816,121.090,16.931,3.899,-5.401,0.218
-188.866,159.856,-2.132,5.734,6.245,-0.035
224.896,130.247,46.002,2.541,-4.787,0.145
186.356,103.822,-17.378,6.612,-10.891,0.379
134.582,174.304,-22.488,8.041,-4.973,0.540
19.847,-118.570,47.630,-0.825,-0.382,-0.121
49.217,140.089,101.965,1.616,-1.180,-0.060
2.353,103.711,-13.154,0.395,-0.063,0.094
192.602,-150.690,9.449,-6.213,-8.529,0.142
-11.601,-227.852,6.340,-12.625,0.651,0.123
-239.636,31.852,-15.230,0.764,8.687,-0.497
93.533,9.965,-87.958,0.125,-1.626,0.048
-3.647,223.134,-2.483,21.372,0.218,0.323
-51.508,-8.912,21.659,-0.877,-0.618,0.011
11.034,-223.008,4.614,-10.061,-0.599,0.285
-106.390,-57.282,44.377,-1.194,2.688,-0.003
-159.419,173.293,-4.126,3.712,4.389,0.223
10.417,-102.556,17.479,-0.602,-0.748,0.190
193.347,-83.324,11.253,-2.763,-7.016,0.149
-42.084,-226.091,-19.148,-6.700,1.557,-0.723
-156.365,105.069,1.116,0.938,2.171,0.066
244.043,-10.334,17.505,-0.298,-6.388,0.034
25.274,242.295,-9.695,6.576,-0.518,0.041
-61.922,95.023,-32.609,1.021,1.581,-0.036
-129.404,144.450,-0.699,4.166,3.902,-0.006
240.175,101.335,-4.165,0.963,-2.998,-0.212
24.915,203.192,-18.111,4.879,0.449,0.046
74.482,229.456,3.582,7.952,-2.912,0.353
187.973,54.729,41.303,0.342,-3.780,-0.320
107.853,-94.423,66.970,-1.540,-2.044,-0.185
148.717,11.949,-59.273,-0.065,-1.181,0.160
229.204,40.745,5.465,1.412,-7.275,-0.121
-131.687,-166.369,3.915,-3.719,2.874,0.199
-203.322,-59.510,3.287,-2.884,11.493,0.029
-200.083,-119.072,26.108,-3.061,4.614,0.179
176.450,111.122,-10.264,3.255,-4.991,0.188
18.941,121.769,55.575,1.732,0.113,-0.023
149.786,-67.250,-36.503,-1.217,-1.036,-0.511
-108.621,94.862,13.644,1.440,3.072,0.043
201.248,51.082,-106.514,0.864,-1.757,-0.257
37.232,-86.123,-8.345,-0.475,-0.068,-0.494
184.207,108.732,0.591,4.715,-6.785,-0.284
-135.039,-137.346,-8.818,-2.637,3.166,-0.223
-58.478,23.886,-23.514,1.078,-0.301,-0.087
99.654,198.190,53.678,2.076,-0.859,-0.357
-14.198,-101.832,-29.831,-1.458,-0.095,0.158
21.823,197.198,34.986,5.160,0.161,0.616
-133.974,-141.384,-28.199,-4.123,4.749,-0.023
-47.685,-170.331,9.791,-4.490,1.582,-0.406
199.039,10.526,38.474,0.826,-3.873,-0.158
-151.680,-86.388,14.710,-1.279,3.657,-0.068
234.463,72.497,-3.616,2.267,-6.279,-0.143
205.716,11.360,-19.107,-0.124,-4.575,0.156
-100.811,-207.830,39.013,-5.168,2.293,-0.130
-72.027,84.362,-72.501,1.309,1.162,0.049
-182.997,-123.751,-24.009,-3.636,3.418,-0.265
209.064,-58.926,-16.859,-1.369,-3.085,-0.128
128.791,139.871,7.924,2.598,-1.869,-0.131
178.587,131.662,-46.004,1.758,-2.109,0.017
190.722,-40.274,24.962,-2.225,-4.195,0.336
19.546,-246.245,24.270,-8.038,0.599,0.799
206.508,97.038,-4.554,7.420,-15.830,-0.372
159.155,109.198,33.415,2.784,-1.763,0.407
-20.991,219.886,-35.177,4.636,0.811,0.016
118.543,94.855,25.748,0.897,-1.413,-0.099
164.641,140.629,-28.387,4.410,-5.916,-0.187
188.068,-102.462,-13.774,-2.874,-5.424,-0.140
163.564,75.350,19.011,1.007,-3.594,0.239
231.766,55.925,3.567,2.361,-9.522,0.286
175.817,154.008,11.908,10.418,-10.295,-0.233
157.567,181.926,-41.303,5.932,-4.113,-0.443
94.199,123.317,-66.811,3.052,-0.542,0.816
106.969,-145.443,34.394,-3.900,-3.184,0.211
-135.874,-228.359,-3.779,-5.557,3.169,0.358
162.449,164.836,31.176,4.671,-3.967,0.065
-23.782,161.641,12.703,2.835,0.528,-0.351
-135.289,105.670,31.387,0.939,2.588,-0.059
-107.647,235.750,22.997,4.406,2.057,-0.043
135.489,182.701,-9.456,3.381,-3.122,0.037
-187.724,36.523,13.029,0.577,1.017,-0.105
90.614,29.408,19.049,1.739,-1.693,0.571
76.205,6.290,-12.989,-0.383,-1.119,-0.199
-208.707,-20.983,-39.608,-0.621,7.072,-0.165
83.714,214.069,3.767,10.244,-4.304,-0.214
54.197,-107.449,11.992,-2.024,0.289,0.379
157.951,-131.822,36.426,-1.328,-3.259,-0.332
157.745,176.094,23.495,6.417,-5.417,0.508
137.206,-210.238,-1.132,-6.494,-4.039,-0.266
79.227,-127.673,-0.488,-3.045,-1.118,0.355
-9.950,205.834,13.997,2.976,-0.515,0.182
-71.676,226.238,-0.939,4.293,1.230,0.038
-64.344,-203.017,24.294,-3.264,0.400,0.020
65.358,232.505,17.621,6.281,-1.146,-0.211
-256.395,31.889,61.853,0.135,4.200,0.308
142.758,-3.227,-13.857,0.337,-2.063,-0.134
-126.193,-209.541,-27.583,-7.668,4.397,-0.052
104.845,224.713,8.597,8.822,-2.673,0.162
-89.780,99.912,-3.249,2.679,2.345,0.122
128.660,-143.476,6.221,-4.551,-5.562,-0.006
-91.458,120.673,-13.974,0.958,1.676,0.121
135.952,-151.033,-5.769,-3.823,-3.683,-0.159
1.082,177.691,18.948,4.281,-0.042,0.127
106.361,-15.910,-39.558,-0.837,-2.095,0.016
-26.902,14.273,91.447,0.453,0.199,0.273
211.155,-34.901,2.312,-2.587,-12.166,-0.075
-172.480,8.627,-9.875,0.892,3.559,0.429
44.460,-191.099,-3.092,-4.857,-2.073,-0.301
134.234,190.801,-7.424,12.402,-8.427,0.017
152.814,31.841,-0.006,1.319,-2.034,-0.329
-70.745,107.467,39.150,1.016,1.211,-0.464
-153.939,27.551,-32.862,0.006,1.301,-0.018
103.322,-199.045,-1.936,-6.634,-3.894,0.170
-70.865,164.982,-9.935,3.613,1.115,0.114
-156.107,158.350,9.692,5.421,4.367,0.031
-143.301,-110.501,23.418,-3.157,3.821,-0.220
138.487,156.901,-8.658,6.832,-6.049,0.033
153.169,-143.103,-4.475,-3.835,-4.261,-0.097
27.079,221.893,0.229,18.662,-2.365,0.113
-0.109,168.116,-32.308,3.970,-0.559,0.044
210.165,-3.783,-67.269,-0.218,-4.544,0.170
80.145,-64.587,-41.853,-0.205,-0.743,0.050
234.520,-54.234,-3.837,-2.961,-13.261,-0.024
-72.179,170.468,-11.707,3.248,0.851,0.269
85.802,213.324,-4.099,11.486,-4.340,0.050
-123.662,-201.466,-7.203,-5.287,4.185,0.085
187.720,87.443,-11.855,1.420,-3.655,-0.036
108.943,-227.182,-3.606,-7.823,-3.109,-0.022
-8.421,207.767,11.083,5.828,0.053,-0.098
216.323,79.696,8.037,3.493,-10.077,0.005
169.331,-96.927,20.274,-2.085,-2.407,0.043
188.259,-51.072,-4.781,-1.210,-4.595,-0.086
-207.603,-167.165,8.958,-5.133,6.250,0.138
-137.779,-53.056,-2.314,-0.683,2.481,0.310
-87.910,-183.569,33.452,-1.630,0.413,0.184
9.312,-161.808,-41.651,-3.401,0.683,-0.195
82.875,-169.766,12.686,-3.490,-2.133,-0.103
-129.903,206.548,-15.506,10.339,6.765,-0.172
-37.755,238.511,-2.309,10.187,1.986,0.056
-209.910,-53.117,-17.801,-1.949,6.206,0.421
182.883,136.980,9.764,6.498,-8.343,0.032
87.729,151.367,-15.622,4.222,-2.503,0.433
-12.911,114.525,-26.796,1.155,0.293,-0.197
-15.475,71.163,-3.337,0.606,0.532,0.019
-13.095,130.227,-51.397,1.947,0.655,-0.046
-37.756,171.901,-75.209,3.149,-0.204,-0.188
190.561,-118.609,-1.579,-11.621,-19.148,0.330
45.139,151.515,51.928,2.292,-1.503,-0.159
-182.389,-161.506,18.051,-4.283,5.093,0.166
68.247,145.564,25.963,2.763,-1.225,-0.091
163.320,164.604,0.491,4.920,-5.664,-0.249
-64.463,-173.915,6.586,-2.169,1.125,0.364
178.117,-153.366,-2.826,-6.952,-8.006,-0.114
216.200,-2.934,-17.416,-0.163,-8.819,-0.178
166.729,155.396,-17.831,4.320,-3.648,0.295
205.908,113.431,-2.834,6.396,-11.863,0.120
-235.820,9.570,0.500,-0.132,14.075,0.009
-193.641,2.735,-32.431,-0.607,6.100,0.204
-248.353,-65.408,-20.066,-0.966,6.783,-0.065
-173.432,-149.175,-5.160,-9.500,10.584,-0.224
-189.343,108.469,-11.779,2.680,4.490,-0.034
-45.468,-84.721,-36.252,-0.985,0.793,-0.572
22.300,-118.664,18.155,-2.492,0.155,0.083
-181.059,-68.862,0.885,-0.936,4.500,0.036
69.060,117.366,25.442,2.604,-0.432,-0.174
93.304,38.111,-80.308,1.091,-1.385,-0.015
168.600,116.273,11.179,3.858,-5.412,-0.701
64.021,64.868,9.377,1.372,-0.403,0.329
-124.702,-13.675,-30.944,-0.180,0.844,-0.154
197.738,153.978,-13.766,3.765,-4.235,-0.225
199.351,112.249,-38.559,1.655,-3.457,-0.324
-120.976,-187.170,-48.175,-2.949,1.874,0.265
2.449,-218.143,24.542,-4.616,-1.253,-0.131
-80.536,40.893,54.512,0.896,1.008,0.028
50.914,-196.492,-3.197,-5.526,-1.688,-0.005
-57.041,132.441,73.545,1.374,1.973,0.144
44.519,-80.428,71.479,-0.781,-1.552,0.105
-215.185,63.384,-12.117,1.469,7.448,0.177
143.832,189.341,-40.226,3.004,-3.108,0.153
-174.388,156.030,-15.091,9.061,9.568,0.568
-203.132,-49.486,6.092,-2.127,8.821,0.701
105.532,152.379,25.512,1.296,-0.912,-0.150
-141.586,138.890,-2.764,1.669,2.581,-0.269
-89.235,202.715,17.521,6.312,3.718,-0.184
-201.600,73.260,36.166,0.661,4.028,0.190
