velx,vely,velz,posx,posy,posz
63.735,-8.418,5.269,-1.084,-10.186,-0.702
-47.264,-35.277,-2.440,-4.119,3.878,-0.364
10.698,-70.841,-3.254,-4.022,-0.826,-0.573
-39.791,-75.096,1.844,-6.552,2.350,-0.543
11.628,-30.623,7.863,-1.290,-1.596,0.424
43.978,-7.457,-12.094,0.357,-3.020,1.930
29.222,-49.886,4.842,-4.613,-2.925,-1.083
54.773,9.508,-0.744,3.545,-22.557,-0.116
42.729,-36.777,-21.290,-3.227,-2.969,0.390
-2.508,-74.991,-13.207,-6.466,-0.638,-0.514
-50.498,44.822,2.889,3.827,4.628,-0.038
-56.628,28.809,-12.832,2.208,5.906,-0.264
-19.234,63.505,-9.815,6.431,0.434,0.329
3.175,-39.769,3.229,-3.511,-1.003,-0.508
-4.219,-0.414,0.691,-1.812,0.456,0.153
21.253,-62.457,6.275,-1.745,-1.499,-0.245
29.135,-58.961,-4.871,-8.215,-3.332,-1.417
-39.448,-32.752,-16.925,-2.390,0.986,-0.903
-59.045,-36.861,5.342,-2.940,4.201,0.054
10.616,43.818,-15.047,1.938,-1.001,0.195
-65.228,34.753,2.679,2.711,6.012,-0.922
36.367,-62.303,-3.623,-7.706,-6.652,0.557
48.191,-45.141,6.042,-5.609,-7.038,0.283
-66.463,-1.371,-1.236,0.717,6.420,0.300
-38.231,50.931,-4.282,7.300,4.444,-0.009
53.853,25.846,18.538,1.565,-5.159,-0.754
-67.458,21.133,-18.620,1.565,7.617,-0.115
29.696,8.752,29.024,-0.297,-0.384,-0.161
-32.858,-14.705,-4.399,-0.188,1.617,-2.467
-24.629,59.052,-0.312,4.552,3.509,0.462
-7.304,49.410,-30.462,1.720,0.148,-0.465
16.827,-64.315,-16.938,-3.781,-0.963,-0.312
30.754,-45.989,-14.187,-3.533,-1.939,-0.179
-57.301,-18.473,7.516,-0.981,3.738,0.319
-1.276,68.991,-3.744,9.143,1.693,1.016
9.937,-58.070,-3.721,-3.229,0.128,-0.348
32.729,71.122,16.658,4.473,-3.044,-0.166
9.397,62.591,3.512,15.256,-2.696,0.243
-58.958,-47.694,12.140,-2.816,3.256,-0.281
-66.126,-30.860,12.440,-0.918,2.124,1.086
-60.000,29.800,-2.950,5.966,10.499,-0.085
39.326,46.618,-3.608,11.685,-10.580,-0.018
50.956,-13.354,-18.560,-1.135,-2.990,0.037
66.631,28.111,-19.750,2.209,-2.945,0.760
-52.586,29.485,-3.805,2.030,4.252,-0.722
-6.430,-67.258,-0.326,-11.517,1.863,0.111
72.624,24.708,0.334,2.167,-7.539,-1.030
9.889,-68.690,-0.704,-11.331,-1.595,0.169
42.259,-62.387,-10.995,-6.508,-2.715,0.737
-39.375,-52.149,11.186,-5.549,3.297,-0.117
-7.291,67.427,-18.607,6.882,0.156,-0.385
73.798,2.055,24.626,-0.167,-1.523,0.322
-70.093,-2.020,-1.209,-0.751,11.040,-0.709
55.425,20.523,10.276,1.159,-3.870,-0.518
51.345,-5.295,-11.383,-0.481,-1.531,-0.642
43.398,-38.653,6.118,-4.335,-5.297,1.284
-57.424,-43.866,-0.939,-6.084,7.343,-0.227
-53.279,30.132,22.488,2.991,2.598,0.089
-67.468,6.484,3.732,1.468,11.377,-0.395
32.933,59.917,-1.463,10.313,-5.105,0.334
-70.603,-5.663,25.686,0.106,1.958,-0.471
-61.112,-32.184,1.604,-5.502,12.403,0.045
52.470,26.203,-4.189,8.236,-14.038,0.063
3.307,-66.921,1.366,-8.843,-0.857,-0.337
-56.351,-11.999,-0.224,-5.334,19.834,-0.292
43.403,-36.158,18.694,-0.664,0.016,-0.468
-6.481,-53.342,36.554,-1.493,-0.214,0.054
-25.564,-66.522,-15.000,-4.105,1.868,0.845
49.360,-46.878,5.429,-1.930,-4.111,-0.237
-6.706,67.966,-2.800,3.939,0.485,-0.059
21.277,59.929,-2.039,2.235,-0.835,0.049
-64.940,14.594,6.095,0.907,5.893,-0.594
22.217,63.385,-8.032,1.074,-0.425,-0.623
-32.290,42.261,3.206,1.534,2.482,1.415
47.520,-30.897,-2.357,-2.992,-5.407,1.144
48.510,-48.698,1.557,-5.084,-6.242,0.156
15.384,-41.321,-22.589,-0.477,0.597,0.515
37.096,-56.591,-15.638,-4.760,-1.621,0.081
-17.158,-53.635,-4.171,-5.533,-0.141,-0.300
-16.536,-67.224,6.673,-4.712,0.708,-0.221
-56.768,-59.672,9.177,-3.183,2.134,-0.016
-3.898,63.425,-15.805,3.669,-0.293,0.919
51.974,-28.609,1.493,-7.064,-13.196,0.072
24.544,34.041,-19.254,0.619,-1.707,-0.388
53.502,-19.508,-5.803,-0.350,-3.416,1.756
-43.217,-59.084,6.544,-6.233,3.206,0.457
-13.460,62.299,-0.853,13.131,2.460,1.846
-22.778,47.494,4.879,3.009,0.097,0.040
-23.815,-49.967,0.067,-2.772,1.186,0.841
-59.726,15.021,11.743,2.061,8.026,-0.181
56.019,-39.464,4.377,-7.141,-10.889,-0.950
-29.454,7.347,-14.444,-0.077,0.843,-0.510
41.403,-23.364,4.508,-1.023,-0.953,0.269
65.196,32.514,18.612,2.375,-3.091,0.465
1.780,-53.123,-8.214,-0.736,0.199,0.266
1.686,-59.503,-3.007,-11.710,-0.903,1.036
7.698,-59.767,-21.398,-5.263,-0.114,-0.305
39.092,18.306,-20.392,1.745,-1.121,-0.039
46.039,-39.794,-2.263,-8.359,-8.548,2.024
15.528,60.704,-0.421,14.167,-4.789,-0.863
-5.574,-24.690,-55.823,-0.325,-0.097,-0.273
63.176,4.244,4.937,0.179,-3.295,0.143
-58.070,55.528,-21.656,3.340,3.423,-0.174
38.973,-45.174,-2.543,-14.006,-11.214,-0.299
-54.728,-21.729,0.405,-2.518,3.359,-0.521
-5.395,4.400,39.752,-0.044,0.041,-0.808
18.244,-63.834,5.323,-3.509,-0.592,0.435
17.583,-18.169,23.106,-0.975,-1.277,-0.802
-54.379,-41.053,-10.227,-2.731,3.737,0.216
-45.408,-47.329,0.559,-5.210,4.474,-0.401
61.986,19.583,17.742,1.531,-2.843,0.976
-45.841,-12.823,25.866,-0.178,0.999,-0.442
-2.372,-69.249,2.609,-11.393,0.628,-0.555
35.534,56.581,6.525,10.004,-6.790,1.099
-54.491,30.560,6.142,6.539,10.379,-0.211
30.022,-62.006,17.028,-4.451,-1.385,0.276
-5.989,-67.779,5.965,-7.886,2.035,-0.207
-41.735,48.114,-3.063,10.329,7.624,0.168
-19.671,-72.947,3.292,-6.133,2.172,-0.026
-44.493,-43.069,1.511,-4.233,4.194,-0.351
-49.465,34.272,7.900,5.101,6.928,-0.628
-55.065,-41.774,6.281,-1.910,1.150,-0.312
-40.865,-55.271,-1.314,-5.058,2.436,0.495
35.732,-56.924,26.563,-2.697,-0.916,-0.030
-37.636,-63.049,-7.173,-6.942,5.745,-1.480
61.376,20.172,1.766,3.990,-12.788,-0.025
4.004,-63.539,10.225,-0.578,-1.077,-0.451
45.300,-40.828,2.063,-3.817,-3.736,-0.133
-44.984,29.508,17.450,1.790,4.218,-0.229
18.021,-67.468,8.006,-5.944,-1.720,0.161
-32.121,-46.870,1.126,-16.930,12.335,0.495
3.798,29.214,52.913,0.395,-0.582,-0.258
9.760,57.913,4.020,6.052,-2.125,1.953
-19.228,-68.759,11.150,-3.233,0.438,-0.122
-70.532,-9.093,-9.212,-1.409,3.568,0.675
46.852,-38.089,2.005,-11.361,-13.835,0.554
-16.280,-60.211,3.217,-14.067,3.329,0.102
41.778,-49.877,-37.754,-1.805,-1.265,-0.500
69.913,-0.280,2.575,-1.234,-5.822,0.344
-31.225,9.357,9.366,0.020,2.596,0.248
45.129,-37.161,-1.404,-12.990,-14.401,1.520
-8.836,-0.152,21.158,-0.029,0.008,1.074
44.879,-42.017,-5.388,-5.272,-8.171,0.985
5.146,-49.886,-12.395,-3.047,0.189,0.091
-56.474,25.688,17.675,3.962,6.727,-0.657
38.292,44.299,-2.087,12.521,-12.048,0.066
43.152,33.717,-18.079,1.183,-2.084,0.137
52.346,41.997,-12.489,4.462,-6.979,-0.214
66.609,26.345,-8.624,0.915,-6.909,-1.037
63.724,-12.687,-8.101,-1.471,-12.204,-0.992
-13.475,-43.887,-2.075,-1.863,0.288,0.897
-73.251,5.392,-6.130,0.322,6.750,-0.601
40.432,-37.397,-17.885,-1.768,-1.065,0.357
13.861,48.709,-4.552,2.664,-0.978,0.117
31.770,-57.882,-3.069,-6.511,-3.436,1.057
-46.258,-40.525,-0.239,-5.185,8.358,-0.702
54.345,27.515,2.940,6.779,-14.685,0.050
10.445,65.422,-6.276,7.574,-2.027,-0.496
-3.552,59.459,-1.009,19.646,2.946,0.319
-21.103,52.065,1.806,20.512,8.190,-0.427
37.724,70.310,-28.946,2.682,-2.979,-0.020
-53.461,5.019,19.912,0.156,2.089,0.944
16.137,-68.340,-0.156,-5.600,-2.331,-0.201
58.505,6.633,-9.151,0.369,-6.539,2.210
-38.146,-61.817,-1.212,-5.637,3.799,0.112
56.315,-55.374,-6.200,-1.388,-1.448,-0.649
66.715,-11.497,-0.568,-2.545,-8.139,-0.813
-56.334,-26.799,-3.353,-1.276,3.611,-0.258
-70.624,28.489,4.082,2.483,6.343,0.054
49.675,-35.812,11.826,-2.941,-2.799,0.246
33.449,52.662,5.616,6.915,-4.323,0.479
55.735,41.745,3.135,4.382,-6.538,-0.035
29.496,-54.380,2.153,-6.727,-3.025,-0.247
51.702,39.024,-0.009,7.111,-11.315,-0.201
66.272,27.227,0.234,0.076,-2.384,-1.679
-47.550,37.740,0.407,2.925,4.220,-0.251
31.134,67.762,7.247,8.261,-3.287,0.646
-58.138,-17.290,-0.948,-5.173,17.438,-0.029
62.803,20.302,1.166,4.906,-10.214,0.769
60.668,5.103,-5.995,0.424,-11.136,-0.737
57.063,-8.457,-2.008,-1.300,-3.365,0.239
-62.455,-0.486,10.149,0.342,4.197,0.879
24.228,-67.669,16.772,-2.864,-1.314,-0.158
-51.499,4.840,5.240,-0.029,1.526,-0.427
-59.699,-16.803,0.484,-2.015,5.791,1.267
35.082,-47.588,6.134,-1.373,-1.439,-1.169
