velx,vely,velz,posx,posy,posz
-42.958,-35.781,17.071,0.310,0.960,-0.257
39.517,134.890,6.690,7.433,-1.133,0.925
2.897,118.560,6.852,0.907,0.439,0.088
151.273,0.530,14.193,-0.529,-3.460,-0.101
-88.913,56.642,-22.698,2.279,2.176,0.249
-119.384,64.898,-14.010,2.543,5.528,0.163
-116.298,-101.235,-42.721,-1.295,1.063,0.673
-27.359,58.122,-29.268,1.101,0.401,0.362
-49.361,-103.093,22.768,-1.412,-0.067,-0.098
88.701,54.787,69.054,0.962,-0.416,-0.510
138.495,30.212,-20.085,1.531,-3.748,-0.135
-140.759,-21.473,2.354,-0.324,6.624,0.025
-131.333,51.320,-20.404,1.264,1.517,0.610
-153.743,-5.444,1.124,-0.398,3.423,0.188
103.531,32.734,26.502,-0.202,-1.026,0.302
-26.911,121.103,-12.036,6.573,1.130,-0.325
85.634,92.246,24.854,1.598,-1.627,-0.329
84.718,61.165,6.318,0.381,-1.331,0.145
-6.342,-85.172,-44.888,-1.262,0.148,0.043
-81.214,-124.766,35.029,-1.705,1.884,0.224
-56.036,-127.406,8.997,-2.492,1.951,-0.048
-135.802,55.054,-5.594,2.450,6.220,0.100
-26.138,-70.088,96.632,-0.011,0.168,0.145
-112.417,-53.657,31.632,-0.770,1.711,-0.222
0.310,-146.346,6.728,-2.580,0.776,-0.045
-35.900,-39.632,60.148,-0.918,-0.265,-0.114
26.598,96.050,-38.080,1.042,0.387,-0.238
-123.463,-32.149,5.123,-2.658,9.385,-0.784
-75.585,108.890,-8.328,4.920,3.519,0.307
-54.420,150.878,-8.579,3.008,1.331,0.019
4.622,-119.213,-9.172,-4.817,0.140,-0.282
6.586,-117.067,30.628,-1.815,-0.505,0.121
-64.761,-104.944,4.262,-2.245,1.857,0.244
109.239,-78.134,41.932,-1.985,-3.011,-0.190
92.441,3.137,13.158,0.750,-1.050,-0.323
-73.273,16.605,82.282,0.171,0.641,0.062
-84.664,104.708,-0.601,5.595,4.258,-0.059
103.797,-12.936,80.003,0.089,-0.124,0.449
100.751,58.602,-3.153,1.085,-3.552,0.019
2.525,-131.417,-1.285,-9.510,-0.642,0.118
-2.342,105.111,-3.036,2.228,-1.124,-0.026
92.147,-100.367,3.522,-5.990,-4.445,0.409
-68.653,-126.665,12.468,-2.779,1.316,0.249
25.379,-141.967,-1.607,-4.176,-1.123,-0.743
109.075,-76.872,-11.500,-0.606,-0.675,-0.029
-34.608,-136.021,-8.466,-6.156,1.294,0.140
12.545,127.420,-7.805,6.525,-0.800,0.279
-126.194,70.461,-3.955,0.904,1.679,-0.225
136.629,25.518,16.513,0.540,-5.791,0.112
67.626,-84.182,-30.662,-2.155,-1.886,0.047
60.842,56.805,30.988,0.254,-0.680,0.427
55.541,-72.276,7.187,-2.299,-1.030,0.126
-89.358,-52.735,19.379,-0.488,3.009,0.045
-119.229,42.089,31.520,0.310,1.610,-0.370
-90.873,103.239,-4.380,6.791,5.056,-0.302
91.361,56.498,-6.376,0.857,-1.612,0.080
80.128,-57.954,13.227,-0.550,-1.299,-0.104
76.031,-2.927,-9.450,-0.310,-1.522,0.391
72.818,56.263,41.308,1.149,-1.621,-0.150
-108.462,32.875,28.190,0.218,1.762,-0.836
-91.023,49.142,-54.384,0.376,1.737,0.207
-79.039,-91.326,-13.214,-3.682,2.036,-0.150
40.233,-148.504,-4.207,-3.716,-0.204,-0.394
91.284,-38.167,19.126,-1.209,-0.767,-0.198
-59.915,0.830,55.060,-0.367,0.248,-0.606
20.036,140.561,0.992,5.174,-0.362,-0.258
-9.839,9.415,20.408,0.381,-0.108,-0.426
-114.179,-67.970,5.933,0.250,2.243,0.202
135.324,-23.142,6.887,-0.701,-4.957,-0.461
-134.757,-27.894,2.001,-1.700,7.239,0.417
-90.891,92.123,-7.831,2.688,3.250,0.154
-31.480,43.052,26.738,1.219,0.684,-0.061
117.506,-36.542,-52.627,-1.377,-3.290,0.292
-48.901,70.746,44.370,1.801,0.935,-0.058
16.110,141.705,-30.861,3.786,-0.161,-0.230
-72.592,-83.093,-2.998,-2.202,2.721,0.120
82.102,81.156,41.576,3.144,-2.082,-0.350
-68.260,79.097,-26.440,2.045,1.328,-0.507
-65.204,136.710,42.567,3.199,1.645,0.005
-66.527,-119.336,-26.762,-0.671,0.521,0.127
135.465,-39.693,22.069,-1.538,-5.428,-0.718
-14.222,111.376,-47.899,1.407,-0.263,0.721
-96.619,-95.661,0.364,-2.337,0.653,-0.457
-49.027,88.022,-20.365,2.653,1.051,-0.228
75.123,-76.231,15.773,-1.567,-2.524,-0.146
72.500,-106.004,-31.990,-2.686,-0.862,-0.151
-116.404,-50.004,19.275,-1.786,2.971,0.165
-86.247,-24.939,11.925,-0.756,2.376,-0.181
64.201,-15.765,2.786,-0.797,-1.293,-0.083
-40.401,58.903,-17.964,1.525,0.215,-0.094
36.026,115.585,-53.978,1.790,-1.249,-0.060
-130.165,-64.292,1.653,-0.595,2.530,0.174
14.928,110.724,-8.994,2.130,-0.724,0.419
-5.987,-127.926,24.819,-3.013,0.714,-0.203
49.888,124.271,18.496,5.828,-2.618,0.465
117.450,-36.015,-3.797,-1.871,-5.078,0.168
102.430,-136.765,-5.242,-1.193,-1.443,-0.120
-21.223,39.158,-14.929,0.038,0.150,-0.291
93.010,-95.748,-7.570,-3.744,-3.655,0.058
41.317,-75.723,-53.172,-1.107,-0.487,0.263
-128.725,-4.562,4.069,-0.473,9.865,0.168
75.160,-98.378,-17.434,-2.236,-2.011,-0.455
-98.654,-4.169,-38.810,0.860,1.502,0.286
-99.146,-38.281,2.451,-1.127,2.524,-0.523
61.351,32.069,20.877,-0.247,-1.444,0.365
119.966,-44.734,-98.345,-1.625,-2.562,-0.098
54.166,-124.362,6.499,-8.852,-3.945,0.383
-110.558,7.945,-21.695,-0.937,1.600,0.280
-86.695,-71.908,17.813,-1.942,2.475,0.095
70.192,107.378,25.125,3.806,-2.107,-0.003
-137.145,64.993,-20.938,2.616,5.677,-0.128
6.799,16.095,26.191,-0.149,-0.453,0.139
-113.993,-113.285,4.012,-1.895,2.449,-0.322
27.297,-42.253,41.297,-0.859,0.522,0.438
13.303,-147.534,4.687,-6.657,-0.743,-0.079
-13.167,-84.128,3.841,-2.638,-0.322,0.212
-119.640,-10.902,-33.733,-0.582,5.123,0.168
150.360,36.361,10.546,1.347,-4.168,0.370
154.391,-87.938,-30.186,0.063,-1.482,0.176
-82.602,-47.708,-10.034,-2.299,2.363,-0.230
12.234,90.596,-7.366,2.307,-0.723,0.158
-33.498,-107.764,-48.126,-2.496,0.905,0.012
3.968,-111.798,-27.207,-3.493,-0.404,0.103
-41.680,-64.679,-22.128,-1.461,1.559,-0.095
-11.424,-87.404,-31.267,-0.990,-0.106,0.011
100.423,53.509,14.321,2.374,-3.392,0.156
-62.093,-104.528,-47.578,-1.615,1.828,0.013
-58.844,-85.969,14.514,-0.195,0.390,0.272
141.757,3.241,12.779,0.519,-5.449,0.305
-2.969,178.809,-53.568,0.610,-0.275,0.007
55.484,-63.746,36.955,-2.755,-0.790,-0.354
45.933,-118.535,-2.856,-1.473,-0.351,-0.081
17.188,-22.222,-95.062,-0.188,-0.157,-0.059
130.726,-34.189,1.259,-1.578,-5.752,-0.365
-26.771,-117.517,-13.515,-5.106,1.044,0.464
107.831,-81.770,9.586,-1.102,-3.472,0.029
-31.723,144.610,-23.822,1.704,-0.065,-0.086
151.851,3.725,-4.465,0.845,-5.058,-0.133
-21.728,-3.399,-91.814,-0.225,0.105,-0.054
-72.613,-117.695,12.129,-2.526,1.679,-0.164
138.733,24.409,4.591,1.117,-5.904,-0.001
-60.697,1.592,57.871,0.264,1.681,0.282
-32.991,145.386,9.907,3.536,1.545,-0.248
122.589,15.763,19.001,0.708,-5.234,-0.225
-58.410,72.194,9.833,1.749,2.308,-0.382
-106.812,-81.108,-4.436,-4.097,4.676,0.316
-39.890,112.848,29.224,2.763,0.760,-0.309
116.181,-63.335,-0.246,-3.139,-6.437,0.594
30.817,124.147,-5.929,6.765,-1.570,-0.003
117.339,67.761,-18.412,2.415,-3.905,-0.016
31.685,-143.472,0.109,-1.588,0.020,0.125
-47.737,8.555,15.343,1.084,1.089,-0.396
110.896,-71.394,42.512,-2.652,-3.855,-0.028
84.673,-116.585,-14.437,-5.087,-3.426,-0.051
120.008,-66.593,10.203,-0.701,-2.534,0.118
-86.852,8.202,-61.306,0.744,2.114,0.657
-61.876,90.463,35.231,2.290,0.735,-0.567
-78.614,19.305,84.311,0.299,1.578,0.169
8.672,9.119,-17.132,-0.750,0.027,0.066
74.028,119.413,-36.814,0.436,0.485,0.019
140.000,-11.313,1.208,-1.152,-9.425,-0.070
-39.251,50.956,88.267,0.769,0.927,0.062
95.004,106.366,-2.569,4.157,-3.859,-0.043
-71.411,145.378,-28.960,3.916,0.850,0.168
-86.303,29.219,10.289,-0.732,0.910,-0.324
-68.485,64.723,-34.447,0.672,1.321,-0.295
-11.163,-146.563,25.691,-2.732,0.489,0.164
68.680,-77.948,12.192,-1.920,-2.737,0.449
-43.747,-84.147,-42.800,-2.543,0.194,-0.032
-3.254,126.696,-49.727,2.814,-0.530,0.053
-86.186,102.725,2.257,4.406,2.405,-0.115
-1.593,-46.998,-65.037,0.351,-0.729,-0.284
-41.381,-56.802,-83.908,-0.827,0.764,0.456
116.297,18.831,-3.821,0.494,-2.588,-1.030
-18.642,7.309,-16.516,1.946,1.189,-0.011
-15.627,26.008,-53.498,0.347,-0.040,0.685
-138.102,-38.934,20.311,-1.074,3.605,-0.302
-95.097,101.080,-0.860,6.280,5.850,0.185
-42.081,84.764,16.073,2.670,0.874,-0.070
-81.991,-26.313,-32.437,-0.745,1.402,0.030
149.316,20.237,10.297,0.460,-3.455,0.183
43.711,-9.390,55.162,0.132,-0.715,-0.044
-15.123,103.301,-1.532,1.780,0.402,-0.190
-9.768,98.720,27.830,2.710,1.220,-0.403
-50.525,-68.619,28.614,-1.693,1.284,0.062
